LocalAuthorityCode,LocalAuthorityName,SiteCode,SiteName,SiteType,DateClosed,DateOpened,Latitude,Longitude,LatitudeWGS84,LongitudeWGS84,DataOwner,DataManager,SiteLink,SpeciesCode,SpeciesDescription,DateMeasurementStarted,DateMeasurementFinished
27,Richmond,TD0,#NAME?,Suburban,2018/1/1 0:00,1996/8/8 0:00,51.42430434,-0.345714576,6696103.277,-37808.88581,Richmond,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=TD0,NO2,Nitrogen Dioxide,2007/12/1 0:00,2018/1/1 0:00
27,Richmond,TD0,#NAME?,Suburban,2018/1/1 0:00,1996/8/8 0:00,51.42430434,-0.345714576,6696103.277,-37808.88581,Richmond,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=TD0,O3,Ozone,2007/12/1 0:00,2018/1/1 0:00
27,Richmond,TD0,#NAME?,Suburban,2018/1/1 0:00,1996/8/8 0:00,51.42430434,-0.345714576,6696103.277,-37808.88581,Richmond,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=TD0,PM25,PM2.5 Particulate,2007/1/1 0:00,2018/1/1 0:00
27,Richmond,TD0,#NAME?,Suburban,2018/1/1 0:00,1996/8/8 0:00,51.42430434,-0.345714576,6696103.277,-37808.88581,Richmond,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=TD0,SO2,Sulphur Dioxide,2007/12/1 0:00,2007/10/1 0:00
1,Barking and Dagenham,BG3,Barking and Dagenham - North Street,Kerbside,2011/5/25 0:00,2007/3/16 0:00,51.540444,0.074418,6717454.583,8284.173866,Barking and Dagenham,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BG3,NO2,Nitrogen Dioxide,2008/1/1 0:00,2011/5/25 0:00
1,Barking and Dagenham,BG1,Barking and Dagenham - Rush Green,Suburban,,1999/11/2 0:00,51.563752,0.177891,6721627.345,19802.73554,Barking and Dagenham,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BG1,NO2,Nitrogen Dioxide,2008/1/1 0:00,
1,Barking and Dagenham,BG1,Barking and Dagenham - Rush Green,Suburban,,1999/11/2 0:00,51.563752,0.177891,6721627.345,19802.73554,Barking and Dagenham,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BG1,SO2,Sulphur Dioxide,1999/10/23 0:00,
1,Barking and Dagenham,BG2,Barking and Dagenham - Scrattons Farm,Suburban,,1999/10/17 0:00,51.529389,0.132857,6715476.187,14789.57359,Barking and Dagenham,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BG2,NO2,Nitrogen Dioxide,2007/11/21 0:00,
1,Barking and Dagenham,BG2,Barking and Dagenham - Scrattons Farm,Suburban,,1999/10/17 0:00,51.529389,0.132857,6715476.187,14789.57359,Barking and Dagenham,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BG2,PM10,PM10 Particulate,1999/10/17 0:00,
2,Barnet,BN2,Barnet - Finchley,Urban Background,2012/4/20 0:00,2000/8/9 13:00,51.591901,-0.205992,6726669.629,-22930.92455,Barnet,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BN2,NO2,Nitrogen Dioxide,2008/1/1 0:00,2012/4/20 0:00
2,Barnet,BN2,Barnet - Finchley,Urban Background,2012/4/20 0:00,2000/8/9 13:00,51.591901,-0.205992,6726669.629,-22930.92455,Barnet,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BN2,PM10,PM10 Particulate,2012/1/31 13:00,2012/4/20 0:00
2,Barnet,BN3,Barnet - Strawberry Vale ,Urban Background,2002/5/15 0:00,2000/8/14 14:00,51.60088485,-0.172297542,6728279.548,-19180.07465,Barnet,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BN3,NO2,Nitrogen Dioxide,1999/4/1 0:00,2002/5/15 0:00
2,Barnet,BN3,Barnet - Strawberry Vale ,Urban Background,2002/5/15 0:00,2000/8/14 14:00,51.60088485,-0.172297542,6728279.548,-19180.07465,Barnet,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BN3,PM10,PM10 Particulate,2000/8/14 14:00,2002/5/15 0:00
2,Barnet,BN1,Barnet - Tally Ho Corner,Kerbside,2012/4/20 0:00,1998/12/20 12:00,51.614675,-0.176607,6730751.385,-19659.80131,Barnet,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BN1,NO2,Nitrogen Dioxide,2008/1/1 0:00,2012/4/20 0:00
2,Barnet,BN1,Barnet - Tally Ho Corner,Kerbside,2012/4/20 0:00,1998/12/20 12:00,51.614675,-0.176607,6730751.385,-19659.80131,Barnet,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BN1,PM10,PM10 Particulate,2012/1/31 12:00,2012/4/20 0:00
3,Bexley,BX5,Bexley - Bedonwell ,Suburban,2004/4/8 0:00,1999/10/6 13:00,51.47880235,0.133873839,6706429.353,14902.7676,Bexley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BX5,CO,Carbon Monoxide,1999/10/1 0:00,2004/4/8 0:00
3,Bexley,BX5,Bexley - Bedonwell ,Suburban,2004/4/8 0:00,1999/10/6 13:00,51.47880235,0.133873839,6706429.353,14902.7676,Bexley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BX5,NO2,Nitrogen Dioxide,2002/1/18 11:00,2004/4/8 0:00
3,Bexley,BX5,Bexley - Bedonwell ,Suburban,2004/4/8 0:00,1999/10/6 13:00,51.47880235,0.133873839,6706429.353,14902.7676,Bexley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BX5,SO2,Sulphur Dioxide,1999/10/1 0:00,2004/4/8 0:00
3,Bexley,BX2,Bexley - Belvedere,Suburban,,1998/1/24 15:00,51.49061021,0.158914494,6708546.551,17686.66334,Bexley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BX2,NO2,Nitrogen Dioxide,2002/1/17 10:00,
3,Bexley,BX2,Bexley - Belvedere,Suburban,,1998/1/24 15:00,51.49061021,0.158914494,6708546.551,17686.66334,Bexley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BX2,PM10,PM10 Particulate,2011/9/21 7:00,
3,Bexley,BX2,Bexley - Belvedere,Suburban,,1998/1/24 15:00,51.49061021,0.158914494,6708546.551,17686.66334,Bexley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BX2,PM25,PM2.5 Particulate,2022/2/15 0:00,
3,Bexley,BX0,Bexley - Belvedere FDMS,Suburban,2022/1/28 0:00,2004/4/28 0:00,51.49061021,0.158914494,6708546.551,17686.66334,Bexley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BX0,PM10,PM10 Particulate,2004/4/25 0:00,2022/1/28 0:00
3,Bexley,BQ7,Bexley - Belvedere West,Urban Background,,2010/8/24 0:00,51.49464868,0.137279111,6709278.288,14951.93643,Bexley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BQ7,NO2,Nitrogen Dioxide,2010/8/24 0:00,
3,Bexley,BQ7,Bexley - Belvedere West,Urban Background,,2010/8/24 0:00,51.49464868,0.137279111,6709278.288,14951.93643,Bexley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BQ7,O3,Ozone,2010/8/24 0:00,
3,Bexley,BQ7,Bexley - Belvedere West,Urban Background,,2010/8/24 0:00,51.49464868,0.137279111,6709278.288,14951.93643,Bexley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BQ7,PM10,PM10 Particulate,2022/2/24 16:00,2022/2/23 0:00
3,Bexley,BQ7,Bexley - Belvedere West,Urban Background,,2010/8/24 0:00,51.49464868,0.137279111,6709278.288,14951.93643,Bexley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BQ7,PM10,PM10 Particulate,2022/2/24 16:00,
3,Bexley,BQ7,Bexley - Belvedere West,Urban Background,,2010/8/24 0:00,51.49464868,0.137279111,6709278.288,14951.93643,Bexley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BQ7,PM25,PM2.5 Particulate,2022/2/24 0:00,
3,Bexley,BQ8,Bexley - Belvedere West FDMS,Urban Background,2022/2/23 0:00,2010/8/24 0:00,51.49464868,0.137279111,6709278.288,14951.93643,Bexley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BQ8,PM10,PM10 Particulate,2010/8/24 0:00,2022/2/23 0:00
3,Bexley,BX4,Bexley - Erith,Industrial,2014/12/19 0:00,1999/4/28 0:00,51.4776708,0.190836226,6706230.534,21238.86829,Bexley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BX4,NO2,Nitrogen Dioxide,2008/1/1 0:00,2014/12/19 0:00
3,Bexley,BX4,Bexley - Erith,Industrial,2014/12/19 0:00,1999/4/28 0:00,51.4776708,0.190836226,6706230.534,21238.86829,Bexley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BX4,PM10,PM10 Particulate,1999/4/28 0:00,2014/12/19 0:00
3,Bexley,BX4,Bexley - Erith,Industrial,2014/12/19 0:00,1999/4/28 0:00,51.4776708,0.190836226,6706230.534,21238.86829,Bexley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BX4,PM25,PM2.5 Particulate,2009/9/23 0:00,2014/12/19 0:00
3,Bexley,BQ6,Bexley - Manor Road East Gravimetric,Industrial,2014/10/28 0:00,2010/2/12 0:00,51.4776708,0.190836226,6706369.574,20619.5927,Bexley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BQ6,PM10,PM10 Particulate,2010/2/12 0:00,2014/10/28 0:00
3,Bexley,BQ5,Bexley - Manor Road West Gravimetric,Industrial,2014/10/28 0:00,1999/4/28 9:00,51.47819351,0.187404884,6706322.583,20868.17438,Bexley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BQ5,PM10,PM10 Particulate,2010/2/12 0:00,2014/10/28 0:00
3,Bexley,BX1,Bexley - Slade Green,Suburban,,1994/5/25 0:00,51.46598327,0.184877127,6704140.105,20577.27276,Bexley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BX1,CO,Carbon Monoxide,1996/1/1 0:00,2013/1/30 0:00
3,Bexley,BX1,Bexley - Slade Green,Suburban,,1994/5/25 0:00,51.46598327,0.184877127,6704140.105,20577.27276,Bexley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BX1,NO2,Nitrogen Dioxide,2010/1/20 9:00,
3,Bexley,BX1,Bexley - Slade Green,Suburban,,1994/5/25 0:00,51.46598327,0.184877127,6704140.105,20577.27276,Bexley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BX1,O3,Ozone,1996/1/1 0:00,
3,Bexley,BX1,Bexley - Slade Green,Suburban,,1994/5/25 0:00,51.46598327,0.184877127,6704140.105,20577.27276,Bexley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BX1,PM10,PM10 Particulate,2012/4/12 12:00,2020/10/1 0:00
3,Bexley,BX1,Bexley - Slade Green,Suburban,,1994/5/25 0:00,51.46598327,0.184877127,6704140.105,20577.27276,Bexley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BX1,SO2,Sulphur Dioxide,1996/1/1 0:00,
3,Bexley,BX9,Bexley - Slade Green FDMS,Suburban,2020/10/1 0:00,2008/10/21 0:00,51.46598327,0.184877127,6704140.105,20577.27276,Bexley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BX9,PM25,PM2.5 Particulate,2008/10/21 12:00,2020/10/1 0:00
3,Bexley,BQ9,Bexley - Slade Green Fidas,Suburban,,2020/10/1 0:00,51.46598327,0.184877127,6704140.105,20577.27276,Bexley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BQ9,PM10,PM10 Particulate,2020/10/1 10:00,
3,Bexley,BQ9,Bexley - Slade Green Fidas,Suburban,,2020/10/1 0:00,51.46598327,0.184877127,6704140.105,20577.27276,Bexley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BQ9,PM25,PM2.5 Particulate,2020/10/1 10:00,
3,Bexley,BX7,Bexley - Thames Road North,Roadside,2010/3/23 0:00,2004/4/8 0:00,51.457159,0.195294,6702561.755,21740.02864,Bexley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BX7,NO2,Nitrogen Dioxide,2008/1/1 0:00,2010/3/23 0:00
3,Bexley,BX7,Bexley - Thames Road North,Roadside,2010/3/23 0:00,2004/4/8 0:00,51.457159,0.195294,6702561.755,21740.02864,Bexley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BX7,O3,Ozone,2004/6/10 11:00,2010/3/23 0:00
3,Bexley,BX7,Bexley - Thames Road North,Roadside,2010/3/23 0:00,2004/4/8 0:00,51.457159,0.195294,6702561.755,21740.02864,Bexley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BX7,PM10,PM10 Particulate,2004/4/8 0:00,2010/3/23 0:00
3,Bexley,BX6,Bexley - Thames Road North FDMS,Roadside,2010/3/23 0:00,2004/4/8 0:00,51.457159,0.195294,6702561.755,21740.02864,Bexley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BX6,PM10,PM10 Particulate,2004/4/1 0:00,2010/3/23 0:00
3,Bexley,BX8,Bexley - Thames Road South,Roadside,2010/4/15 0:00,2004/4/6 0:00,51.456887,0.194582,6702513.161,21660.76916,Bexley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BX8,NO2,Nitrogen Dioxide,2008/1/1 0:00,2010/4/15 0:00
3,Bexley,BX8,Bexley - Thames Road South,Roadside,2010/4/15 0:00,2004/4/6 0:00,51.456887,0.194582,6702513.161,21660.76916,Bexley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BX8,O3,Ozone,2004/6/10 11:00,2010/4/15 0:00
3,Bexley,BX8,Bexley - Thames Road South,Roadside,2010/4/15 0:00,2004/4/6 0:00,51.456887,0.194582,6702513.161,21660.76916,Bexley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BX8,PM10,PM10 Particulate,2004/4/6 0:00,2010/4/15 0:00
3,Bexley,BX3,Bexley - Thamesmead,Suburban,2018/3/12 0:00,1998/1/24 15:00,51.510808,0.121617,6712152.024,13538.34251,Bexley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BX3,PM10,PM10 Particulate,1998/1/24 15:00,2003/2/20 14:30
4,Brent,BT8,Brent - ARK Franklin Primary Academy,Roadside,,2017/10/30 0:00,51.53240546,-0.217718909,6716981.192,-27584.19058,Brent,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BT8,NO2,Nitrogen Dioxide,2017/3/30 6:00,
4,Brent,BT8,Brent - ARK Franklin Primary Academy,Roadside,,2017/10/30 0:00,51.53240546,-0.217718909,6716981.192,-27584.19058,Brent,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BT8,PM10,PM10 Particulate,2023/8/23 0:00,
4,Brent,BT8,Brent - ARK Franklin Primary Academy,Roadside,,2017/10/30 0:00,51.53240546,-0.217718909,6716981.192,-27584.19058,Brent,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BT8,PM10,PM10 Particulate,2023/8/23 0:00,
3,Bexley,GB0,Greenwich - Falconwood FDMS,Roadside,,2009/3/16 0:00,51.4563,0.085606,6702408.293,9529.616329,Bexley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=GB0,PM25,PM2.5 Particulate,2009/5/28 0:00,
4,Brent,BT3,Brent - Harlesden,Roadside,2006/9/27 0:00,2001/10/31 0:00,51.53708003,-0.249273425,6716852.518,-27748.99077,Brent,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BT3,NO2,Nitrogen Dioxide,2004/9/17 14:00,2006/9/27 0:00
4,Brent,BT3,Brent - Harlesden,Roadside,2006/9/27 0:00,2001/10/31 0:00,51.53708003,-0.249273425,6716852.518,-27748.99077,Brent,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BT3,PM10,PM10 Particulate,2001/10/31 0:00,2006/9/27 0:00
4,Brent,BT3,Brent - Harlesden,Roadside,2006/9/27 0:00,2001/10/31 0:00,51.53708003,-0.249273425,6716852.518,-27748.99077,Brent,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BT3,SO2,Sulphur Dioxide,2001/10/2 16:00,2006/9/27 0:00
4,Brent,BT4,Brent - Ikea,Roadside,,2003/6/20 6:00,51.552476,-0.258089,6719608.369,-28730.33606,Brent,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BT4,NO2,Nitrogen Dioxide,2004/9/17 10:00,
4,Brent,BT4,Brent - Ikea,Roadside,,2003/6/20 6:00,51.552476,-0.258089,6719608.369,-28730.33606,Brent,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BT4,O3,Ozone,2006/5/25 10:30,
4,Brent,BT4,Brent - Ikea,Roadside,,2003/6/20 6:00,51.552476,-0.258089,6719608.369,-28730.33606,Brent,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BT4,PM10,PM10 Particulate,2020/4/2 6:00,
4,Brent,BT8,Brent - ARK Franklin Primary Academy,Roadside,,2017/10/30 0:00,51.53240546,-0.217718909,6716981.192,-27584.19058,Brent,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BT8,PM25,PM2.5 Particulate,2023/8/23 0:00,
4,Brent,BT4,Brent - Ikea,Roadside,,2003/6/20 6:00,51.552476,-0.258089,6719608.369,-28730.33606,Brent,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BT4,SO2,Sulphur Dioxide,2003/6/17 0:00,2011/11/1 0:00
4,Brent,BT2,Brent - Ikea Car Park,Roadside,2003/6/16 0:00,2001/6/17 12:00,51.55243263,-0.260338844,6719600.604,-28980.78753,Brent,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BT2,NO2,Nitrogen Dioxide,2001/6/17 12:00,2003/6/16 0:00
4,Brent,BT2,Brent - Ikea Car Park,Roadside,2003/6/16 0:00,2001/6/17 12:00,51.55243263,-0.260338844,6719600.604,-28980.78753,Brent,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BT2,PM10,PM10 Particulate,2001/6/17 12:00,2003/6/16 0:00
4,Brent,BT2,Brent - Ikea Car Park,Roadside,2003/6/16 0:00,2001/6/17 12:00,51.55243263,-0.260338844,6719600.604,-28980.78753,Brent,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BT2,SO2,Sulphur Dioxide,2001/5/25 14:00,2003/6/16 0:00
4,Brent,BT6,Brent - John Keble Primary School,Roadside,,2006/11/1 0:00,51.537799,-0.247793,6716981.192,-27584.19058,Brent,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BT6,NO2,Nitrogen Dioxide,2006/11/15 12:00,
4,Brent,BT6,Brent - John Keble Primary School,Roadside,,2006/11/1 0:00,51.537799,-0.247793,6716981.192,-27584.19058,Brent,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BT6,PM10,PM10 Particulate,2023/8/30 8:00,
4,Brent,BT6,Brent - John Keble Primary School,Roadside,,2006/11/1 0:00,51.537799,-0.247793,6716981.192,-27584.19058,Brent,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BT6,PM10,PM10 Particulate,2023/8/30 8:00,
4,Brent,BT4,Brent - Ikea,Roadside,,2003/6/20 6:00,51.552476,-0.258089,6719608.369,-28730.33606,Brent,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BT4,PM25,PM2.5 Particulate,2020/10/7 0:00,
4,Brent,BT6,Brent - John Keble Primary School,Roadside,,2006/11/1 0:00,51.537799,-0.247793,6716981.192,-27584.19058,Brent,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BT6,SO2,Sulphur Dioxide,2006/11/1 0:00,2012/5/16 0:00
4,Brent,BT1,Brent - Kingsbury,Suburban,2010/11/16 0:00,1996/1/26 0:00,51.589618,-0.275519,6726260.562,-30670.63478,Brent,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BT1,CO,Carbon Monoxide,1995/5/2 12:00,2010/11/16 0:00
4,Brent,BT1,Brent - Kingsbury,Suburban,2010/11/16 0:00,1996/1/26 0:00,51.589618,-0.275519,6726260.562,-30670.63478,Brent,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BT1,NO2,Nitrogen Dioxide,2002/8/21 15:00,2010/11/16 0:00
4,Brent,BT1,Brent - Kingsbury,Suburban,2010/11/16 0:00,1996/1/26 0:00,51.589618,-0.275519,6726260.562,-30670.63478,Brent,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BT1,O3,Ozone,1995/1/1 1:00,2010/11/16 0:00
4,Brent,BT1,Brent - Kingsbury,Suburban,2010/11/16 0:00,1996/1/26 0:00,51.589618,-0.275519,6726260.562,-30670.63478,Brent,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BT1,PM10,PM10 Particulate,1996/1/26 0:00,2010/11/16 0:00
4,Brent,BT1,Brent - Kingsbury,Suburban,2010/11/16 0:00,1996/1/26 0:00,51.589618,-0.275519,6726260.562,-30670.63478,Brent,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BT1,SO2,Sulphur Dioxide,1995/1/1 1:00,2010/11/16 0:00
4,Brent,BT5,Brent - Neasden Lane,Industrial,,2004/2/29 23:00,51.552656,-0.248774,6719640.595,-27693.395,Brent,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BT5,NO2,Nitrogen Dioxide,2004/3/1 0:00,
4,Brent,BT5,Brent - Neasden Lane,Industrial,,2004/2/29 23:00,51.552656,-0.248774,6719640.595,-27693.395,Brent,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BT5,PM10,PM10 Particulate,2023/7/6 0:00,
4,Brent,BT6,Brent - John Keble Primary School,Roadside,,2006/11/1 0:00,51.537799,-0.247793,6716981.192,-27584.19058,Brent,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BT6,PM25,PM2.5 Particulate,2023/8/30 8:00,
4,Brent,BT7,Brent - St Marys Primary School,Urban Background,2010/12/21 0:00,2008/1/4 0:00,51.534718,-0.196664,6716429.802,-21892.53634,Brent,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BT7,NO2,Nitrogen Dioxide,2009/1/15 13:00,2010/12/21 0:00
4,Brent,BT7,Brent - St Marys Primary School,Urban Background,2010/12/21 0:00,2008/1/4 0:00,51.534718,-0.196664,6716429.802,-21892.53634,Brent,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BT7,PM10,PM10 Particulate,2008/1/4 0:00,2010/12/21 0:00
5,Bromley,BY5,Bromley - Biggin Hill,Suburban,2010/7/9 8:45,1996/4/1 0:00,51.314562,0.042019,6677125.858,4677.533684,Bromley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BY5,O3,Ozone,1996/3/12 14:00,2010/7/9 8:45
5,Bromley,BY7,Bromley - Harwood Avenue,Roadside,,1998/7/6 11:00,51.405546,0.018882,6693346.074,2101.934625,Bromley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BY7,CO,Carbon Monoxide,1998/7/1 0:00,2010/7/1 0:00
5,Bromley,BY7,Bromley - Harwood Avenue,Roadside,,1998/7/6 11:00,51.405546,0.018882,6693346.074,2101.934625,Bromley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BY7,NO2,Nitrogen Dioxide,2001/10/10 9:00,
5,Bromley,BY7,Bromley - Harwood Avenue,Roadside,,1998/7/6 11:00,51.405546,0.018882,6693346.074,2101.934625,Bromley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BY7,PM10,PM10 Particulate,2019/12/23 0:00,
4,Brent,BT5,Brent - Neasden Lane,Industrial,,2004/2/29 23:00,51.552656,-0.248774,6719640.595,-27693.395,Brent,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BT5,PM25,PM2.5 Particulate,2023/7/6 11:00,
5,Bromley,BY1,Bromley - Rent Office,Urban Background,1996/1/11 21:00,1993/1/1 0:00,51.41323389,0.007214716,6694718.115,803.1385322,Bromley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BY1,CO,Carbon Monoxide,1995/10/3 11:00,1996/1/11 21:00
5,Bromley,BY1,Bromley - Rent Office,Urban Background,1996/1/11 21:00,1993/1/1 0:00,51.41323389,0.007214716,6694718.115,803.1385322,Bromley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BY1,NO2,Nitrogen Dioxide,1993/1/1 0:00,1996/1/11 21:00
5,Bromley,BY1,Bromley - Rent Office,Urban Background,1996/1/11 21:00,1993/1/1 0:00,51.41323389,0.007214716,6694718.115,803.1385322,Bromley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BY1,O3,Ozone,1995/10/3 11:00,1996/1/11 21:00
5,Bromley,BY4,Bromley - Tweedy Rd,Roadside,1998/7/6 10:45,1996/1/28 11:00,51.40383481,0.020390229,6693040.713,2269.8299,Bromley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BY4,CO,Carbon Monoxide,1996/1/1 0:00,1998/7/6 10:45
5,Bromley,BY4,Bromley - Tweedy Rd,Roadside,1998/7/6 10:45,1996/1/28 11:00,51.40383481,0.020390229,6693040.713,2269.8299,Bromley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BY4,NO2,Nitrogen Dioxide,1996/1/28 11:00,1998/7/6 10:45
6,Camden,BL0,Camden - Bloomsbury,Urban Background,,1992/1/23 0:00,51.522287,-0.125848,6714205.47,-14009.33528,Camden,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BL0,CO,Carbon Monoxide,2007/12/1 0:00,
6,Camden,BL0,Camden - Bloomsbury,Urban Background,,1992/1/23 0:00,51.522287,-0.125848,6714205.47,-14009.33528,Camden,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BL0,NO2,Nitrogen Dioxide,2007/12/1 0:00,
6,Camden,BL0,Camden - Bloomsbury,Urban Background,,1992/1/23 0:00,51.522287,-0.125848,6714205.47,-14009.33528,Camden,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BL0,O3,Ozone,2007/12/1 0:00,
6,Camden,BL0,Camden - Bloomsbury,Urban Background,,1992/1/23 0:00,51.522287,-0.125848,6714205.47,-14009.33528,Camden,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BL0,PM10,PM10 Particulate,2007/1/1 0:00,
5,Bromley,BY7,Bromley - Harwood Avenue,Roadside,,1998/7/6 11:00,51.405546,0.018882,6693346.074,2101.934625,Bromley,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BY7,PM25,PM2.5 Particulate,2020/4/17 0:00,
6,Camden,BL0,Camden - Bloomsbury,Urban Background,,1992/1/23 0:00,51.522287,-0.125848,6714205.47,-14009.33528,Camden,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BL0,SO2,Sulphur Dioxide,2007/12/1 0:00,
6,Camden,KX4,Camden - Coopers Lane,Industrial,2020/7/1 0:00,2009/7/1 0:00,51.533238,-0.129594,6716164.947,-14426.33809,Camden,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=KX4,PM10,PM10 Particulate,2009/1/1 0:00,2020/7/1 0:00
